,Sample,Plasmid_PPI,Chrom_PPI,Fraction,inputProteins,interactions,Plasmid_genes,cTri,loops,ccs,aPMNLE_all,cTri_all,loops_all,ccs_all,aPMNLE
2314,Bacteroides_thetaiotaomicron_VPI-5482,42073,30884,0.577,4825,72956,374,61216,30722,44,0.552711573,95253,40809,33,0.548233533
2315,Brachybacterium_paraconglomeratum_LC44,0,47884,0,3345,47883,374,61012,26625,29,0.55633691,61012,26625,29,0.55633691
2316,Kocuria_marina,37490,1778,0.955,2336,39267,374,15804,10754,29,0.543948458,58568,20778,23,0.553959484
2317,Lactobacillus_sucicola_DSM_21376_equals_JCM_15457,40637,1536,0.964,2409,42172,374,11791,11528,18,0.542623466,55843,23103,14,0.560541527
2318,Micrococcus_luteus_NCTC_2665,26567,2283,0.921,2236,28849,374,5465,6983,23,0.557843793,33774,16283,14,0.536768514
2319,Pedobacter_saltans_DSM_12145,33100,10405,0.761,3792,43504,374,14395,14924,37,0.551090167,51747,24334,19,0.550662879
2320,Phascolarctobacterium_sp_CAG_207,31374,2073,0.938,2229,33446,374,10096,8396,23,0.54022082,44385,17619,18,0.53730078
2321,Sphingobacterium_sp_21,44819,22580,0.665,5169,67398,374,46978,25725,44,0.559362878,98945,35864,28,0.564507257
2322,Streptococcus_henryi_DSM_19005,37465,1791,0.954,2290,39255,374,9568,9945,17,0.531786543,60128,20523,9,0.566042781
2323,Synechococcus_sp_PCC_7335,82503,10475,0.887,5586,92977,374,104055,37670,95,0.526931455,154655,48859,81,0.531863121
2324,Veillonella_atypica_KON,30028,1426,0.955,1911,31453,374,7650,7228,20,0.562266858,44758,16710,16,0.545819857
2325,Clostridium_clariflavum_DSM_19732,49918,10382,0.828,3892,60299,373,40592,21076,44,0.546225152,83536,32992,40,0.539021852
2326,Ammonifex_degensii_KC4,27956,2365,0.922,2080,30320,373,7273,7305,13,0.532624181,43525,16351,11,0.532250633
2327,Bartonella_sp_DB5-6,25645,3686,0.874,1943,29330,373,9414,7054,32,0.52451987,45380,15307,28,0.53939002
2328,Carnobacterium_sp_WN1359,29892,1462,0.953,2165,31353,373,5205,6668,12,0.551259419,40432,17507,9,0.535738879
2329,Clostridium_celatum_DSM_1785,48891,3883,0.926,3453,52773,373,23084,16657,46,0.5431372,62381,28635,32,0.553943493
2330,Corynebacterium_argentoratense_DSM_44202,21754,1206,0.947,1875,22959,373,5642,5011,25,0.488125476,41121,11513,12,0.504662195
2331,Francisella_noatunensis_subsp_orientalis_str_Toba_04,18816,792,0.96,1595,19607,373,1648,2958,29,0.489527229,33076,10087,13,0.496726678
2332,Janibacter_hoylei_PVAS-1,42067,2084,0.953,3070,44150,373,13527,12775,41,0.547514746,57825,23925,27,0.561305732
2333,Liberibacter_crescens_BT-1,18017,785,0.958,1378,18801,373,3510,2921,29,0.534353831,27382,10055,15,0.489829577
2334,Oceanithermus_profundus_DSM_14977,33188,2215,0.937,2373,35402,373,38298,9779,18,0.534797966,68884,18921,12,0.498184723
2335,Solitalea_canadensis_DSM_3403,43505,11763,0.787,4310,55267,373,27140,19256,37,0.544595955,73238,30827,24,0.533468001
2336,Synechococcus_sp_KORDI-100,26436,3010,0.898,3061,29445,373,10671,8550,159,0.534112015,37594,15701,135,0.509169566
2337,Bacteroides_faecis_MAJ27,59100,16389,0.783,4660,75488,372,50395,29830,41,0.548573285,117618,41012,31,0.576741473
2338,Bartonella_koehlerae_C-29,22215,912,0.961,1464,23126,372,4933,4266,33,0.56540891,31448,12673,24,0.540650407
2339,Clostridium_cadaveris_AGR2141,56308,3239,0.946,3412,59546,372,22855,18284,21,0.501027169,97208,31101,13,0.53134534
2340,Ethanoligenens_harbinense_YUAN-3,25290,4706,0.843,2701,29995,372,8255,8253,27,0.545856611,32404,16781,18,0.524222286
2341,Flavobacterium_succinicans_LMG_10402,36841,4528,0.891,3149,41368,372,13734,13233,41,0.542745725,52379,22607,25,0.56887739
2342,Lactobacillus_paraplantarum,22643,2695,0.894,2708,25337,372,3624,5805,50,0.502779644,31567,13152,39,0.48362644
2343,Lactobacillus_vini_DSM_20605,37815,1341,0.966,2257,39155,372,10063,9678,20,0.520876045,55694,20616,14,0.559090146
2344,Plesiocystis_pacifica_SIR-1,71198,22132,0.763,8449,93329,372,68223,39487,248,0.55574904,118155,51558,205,0.561146775
2345,Roseiflexus_castenholzii_DSM_13941,55990,15452,0.784,4330,71441,372,120593,27545,41,0.541189817,162865,38834,26,0.532956998
2346,Streptomyces_griseoflavus_Tu4000,106537,15318,0.874,7074,121854,372,88093,51194,74,0.561610652,179094,68161,64,0.570436457
2347,Synechococcus_sp_WH_5701,51790,2713,0.95,3345,54502,372,25363,17654,44,0.554538285,74501,29208,36,0.562711673
2348,Variovorax_paradoxus_110B,94194,24994,0.79,6635,119187,372,120964,49043,38,0.533469508,200212,63955,28,0.54044336
2349,Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel,14345,1368,0.913,1275,15712,372,1626,1630,83,0.544425224,22911,8480,29,0.474524715
2350,Wolbachia_endosymbiont_of_Drosophila_simulans_wNo,14027,438,0.97,1040,14464,372,902,1022,47,0.528820656,22968,7492,12,0.450740502
2351,Cetobacterium_somerae_ATCC_BAA-474,40340,3272,0.925,2975,43611,371,14876,12983,42,0.547769741,54574,23784,30,0.56070425
2352,Chondromyces_apiculatus_DSM_436,102613,22403,0.821,9037,125015,371,135875,52412,199,0.530308411,212915,67321,167,0.537875842
2353,Enterococcus_asini_ATCC_700915,35639,1989,0.947,2430,37627,371,9830,9861,26,0.54612143,52433,19837,16,0.569818089
2354,Lachnoclostridium_phytofermentans_ISDg,36911,7757,0.826,3902,44667,371,15660,14327,50,0.555988542,55570,24944,40,0.543055472
2355,Streptococcus_oligofermentans_AS_13089,22477,1541,0.936,2069,24017,371,NA,NA,NA,NA,NA,NA,NA,NA
2356,Streptococcus_sp_F0442,34078,1611,0.955,2146,35688,371,7979,8546,17,0.533665105,50892,19192,6,0.559010664
2357,Thermus_sp_CCB_US3_UF1,26360,3345,0.887,2279,29704,371,8433,7843,21,0.52806713,40587,15750,17,0.531990408
2358,Veillonella_montpellierensis_DNF00314,23362,637,0.973,1513,23998,371,3262,4185,28,0.539435415,35070,12978,19,0.553419593
2359,Bartonella_rattimassiliensis_15908,23250,2113,0.917,1741,25362,370,6603,4779,38,0.559619048,30660,13779,34,0.510976948
2360,Corynebacterium_sp_KPL1989,30425,1286,0.959,2072,31710,370,9479,7928,38,0.538142077,49940,17030,25,0.543914545
2361,Corynebacterium_timonense_5401744,32684,1537,0.955,2232,34220,370,12618,9217,31,0.547217658,43436,18826,14,0.560512329
2362,Mahella_australiensis_50-1_BON,34211,8707,0.797,2870,42917,370,17644,13072,21,0.545272636,55406,23260,17,0.526093177
2363,Opitutaceae_bacterium_TAV5,38765,18812,0.673,6071,57576,370,26454,22404,100,0.512416107,72561,30686,69,0.52728397
2364,Paludibacter_propionicigenes_WB4,28234,5954,0.826,3020,34187,370,10938,10375,28,0.534624043,42328,18452,14,0.528647626
2365,Pedobacter_heparinus_DSM_2366,39655,20613,0.658,4252,60267,370,34889,24273,17,0.559120696,69124,34120,11,0.56004828
2366,Planctomyces_limnophilus_DSM_3776,29143,11653,0.714,4258,40795,370,26176,13573,138,0.512195122,57160,21077,87,0.509469303
2367,Solobacterium_moorei_F0204,44209,1127,0.975,2035,45335,370,12484,10367,17,0.570939044,80910,23465,10,0.568258195
2368,Sphaerobacter_thermophilus_DSM_20745,34843,6442,0.844,3485,41284,370,14575,12726,45,0.527057121,59646,22454,31,0.531058741
2369,Streptomyces_pristinaespiralis_ATCC_25486,58406,19544,0.749,7105,77949,370,39665,31292,100,0.547553359,110648,43222,80,0.556961672
2370,Synechococcus_sp_BL107,33026,1644,0.953,2507,34669,370,10143,10396,67,0.573784284,39684,19499,52,0.583943147
2371,Thermotoga_petrophila_RKU-1,25402,1898,0.93,1785,27299,370,8625,5752,4,0.520674691,46168,13958,2,0.493983153
2372,Bacteroides_helcogenes_P_36-108,27865,8049,0.776,3244,35913,369,11949,11748,28,0.528951074,44727,19547,21,0.531581043
2373,Corynebacterium_pyruviciproducens_ATCC_BAA-1742,35350,1874,0.95,2447,37223,369,13316,9777,50,0.53439512,52040,19685,25,0.536859211
2374,Niastella_koreensis_GR20-10,64966,40427,0.616,7174,105392,369,81655,44209,93,0.568293942,132850,58504,65,0.565634319
2375,Nocardioides_sp_CF8,58095,4237,0.932,3893,62331,369,30115,21728,19,0.538022894,94708,33945,10,0.563250693
2376,Pirellula_staleyi_DSM_6068,43751,19269,0.694,4717,63019,369,73977,24750,102,0.541178405,110480,34012,75,0.538842734
2377,Prochlorothrix_hollandica_PCC_9006,63277,9653,0.868,3957,72929,369,62091,28290,41,0.549608083,106697,38900,19,0.549971502
2378,Syntrophus_aciditrophicus_SB,32096,4096,0.887,3168,36191,369,10506,10085,44,0.515372353,56389,19004,40,0.525766871
2379,Thermocrinis_albus_DSM_14484,22850,960,0.96,1593,23809,369,6131,5256,8,0.533329891,35105,12575,4,0.538502602
2380,Thermus_aquaticus_Y51MC23,31269,4299,0.879,2539,35567,369,29841,9950,19,0.520697008,63478,18888,13,0.510473688
2381,Alkalibacterium_sp_AK22,35454,1009,0.972,2182,36462,368,7771,9072,15,0.533303779,59197,19482,12,0.579422209
2382,Arcobacter_butzleri_ED-1,28939,2272,0.927,2158,31210,368,8207,8504,22,0.557960335,41879,17523,7,0.569829775
2383,Arcobacter_sp_L,36691,4872,0.883,2848,41562,368,17840,12624,20,0.541141439,54105,23014,14,0.53089172
2384,Bacteroides_nordii_CL02T12C05,48407,15031,0.763,4420,63437,368,39068,24009,37,0.56306879,74032,35371,28,0.554317549
2385,Bartonella_alsatica_IBS_382,22411,1045,0.955,1370,23455,368,7847,4295,15,0.550480769,35646,12784,7,0.523995042
2386,Candidatus_Kinetoplastibacterium_galatii_TCC219,11605,23,0.998,727,11627,368,303,667,8,0.53545486,19075,6163,1,0.443844492
2387,Clostridium_sp_7_2_43FAA,70083,2298,0.968,3392,72380,368,40831,23626,24,0.520323863,131989,37856,15,0.561447313
2388,Lactobacillus_versmoldensis_DSM_14857_equals_KCTC_3814,29799,1638,0.948,2399,31436,368,6147,7039,31,0.537454917,43686,16839,26,0.529133326
2389,Mucilaginibacter_paludis_DSM_18603,77359,35180,0.687,7006,112538,368,114407,48781,88,0.552454031,186365,61160,73,0.569130766
2390,Orientia_tsutsugamushi_str_Boryong,13478,346,0.975,1182,13823,368,251,577,62,0.535708502,20684,7343,34,0.375908619
2391,Sphingobacterium_antarcticus_4BY,36568,7971,0.821,3836,44538,368,18927,15705,46,0.564887793,48564,25702,29,0.55583356
2392,Streptococcus_agalactiae_LMG_14747,97558,1828,0.982,2186,99385,368,32071,19630,17,0.521198053,328890,52657,12,0.596760534
2393,Streptomyces_scabrisporus_DSM_41855,126131,24943,0.835,9735,151073,368,126019,66442,127,0.55288881,228840,83086,112,0.570803352
2394,Synechococcus_sp_WH_8016,36418,2645,0.932,2992,39062,368,15146,12544,90,0.568277162,42479,22079,73,0.56587856
2395,Thermobaculum_terrenum_ATCC_BAA-798,22121,5965,0.788,2832,28085,368,5184,7930,41,0.526572616,42058,14706,27,0.558797261
2396,Thermotoga_sp_Mc24,32564,999,0.97,1804,33562,368,8374,8039,3,0.531739812,48537,17866,3,0.565203629
2397,Alkaliphilus_oremlandii_OhILAs,34213,2957,0.92,2836,37169,367,8926,10170,32,0.508540135,60401,19755,23,0.543758597
2398,Bartonella_melophagi_K-2C,21189,762,0.965,1338,21950,367,4139,4010,29,0.578872907,27085,12665,18,0.580890538
2399,Candidatus_Kinetoplastibacterium_desouzaii_TCC079E,11988,28,0.998,742,12015,367,260,725,11,0.56085584,17975,6656,1,0.482539683
2400,Enterococcus_phoeniculicola_ATCC_BAA-412,93237,3299,0.966,3521,96535,367,83727,32323,22,0.544512377,185037,50554,20,0.545823082
2401,Haliscomenobacter_hydrossis_DSM_1100,53530,29340,0.646,6523,82869,367,107319,35174,55,0.538450696,145376,45303,43,0.535393819
2402,Kutzneria_sp_744,143156,37348,0.793,10200,180503,367,174075,79160,80,0.540766825,295769,96960,67,0.550391059
2403,Lactobacillus_coryniformis_subsp_coryniformis_KCTC_3167_equals_DSM_20001,39018,1762,0.957,2718,40779,367,11337,10656,34,0.567267846,47061,22599,22,0.556180618
2404,Microbacterium_sp_MRS-1,34860,2520,0.933,2918,37379,367,8984,10360,38,0.543569047,46572,20448,28,0.555604622
2405,Parabacteroides_johnsonii_CL02T12C29,42506,10797,0.797,3758,53302,367,22680,19750,29,0.553671498,64659,29224,21,0.562701241
2406,Spirosoma_linguale_DSM_74,56823,30824,0.648,6534,87646,367,88338,36694,70,0.540323331,141264,47385,61,0.544029553
2407,Thermosediminibacter_oceani_DSM_16646,32533,1554,0.954,2197,34086,367,7897,8259,17,0.519522145,56719,17935,10,0.555314757
2408,Arthrobacter_sp_AK-YN10,55226,6607,0.893,4578,61832,366,23000,22462,61,0.557301488,75132,34570,53,0.570603874
2409,Atopobium_sp_BS2,25673,581,0.978,1414,26253,366,3183,4477,25,0.574866627,42963,13878,15,0.589246214
2410,Draconibacterium_orientale,28511,8715,0.766,3971,37225,366,9573,12672,51,0.515705816,43954,20228,35,0.529935275
2411,Dyadobacter_fermentans_DSM_18053,59224,31262,0.655,5719,90485,366,105252,37582,31,0.552662612,158511,48772,26,0.564710848
2412,Tropheryma_whipplei_str_Twist,12517,126,0.99,808,12642,366,544,950,13,0.545945946,20307,6707,7,0.501631321
2413,Clostridiales_bacterium_oral_taxon_876_str_F0540,80952,5288,0.939,4703,86239,365,46461,31100,35,0.55855741,119029,47750,30,0.571872613
2414,Clostridium_sp_ASBs410,107822,14420,0.882,5213,122241,365,110063,47515,35,0.547261262,221938,63361,30,0.562498106
2415,Corynebacterium_tuscaniense_DNF00037,26346,606,0.978,1792,26951,365,5172,6018,34,0.571903052,36818,14982,15,0.579072219
2416,Desulfurella_acetivorans_A63,27479,1272,0.956,1833,28750,365,6698,7315,7,0.538925917,41431,15444,4,0.57014408
2417,Epilithonimonas_sp_FH1,33127,5679,0.854,3367,38805,365,12993,12602,47,0.555961856,41668,21933,30,0.549853659
2418,Flavobacterium_sp_CF136,49874,9081,0.846,4318,58954,365,29911,21259,40,0.53545788,76829,31571,27,0.54852549
2419,Lachnospiraceae_bacterium_3_1_57FAA_CT1,98812,42809,0.698,6535,141620,365,140304,60490,32,0.580538284,220740,77059,29,0.584420643
2420,Lactobacillus_fabifermentans_T30PCM01,50362,2772,0.948,3360,53133,365,25925,15365,61,0.510895144,87223,26829,44,0.525001483
2421,Microbacterium_paraoxydans_DH1b,37589,4627,0.89,3395,42215,365,11636,13023,32,0.538474177,57189,22706,24,0.568154973
2422,Roseburia_hominis_A2-183,36177,6358,0.851,3362,42534,365,19334,13340,19,0.530965744,59706,23085,8,0.523594661
2423,Sphingobacterium_sp_ACCC_05744,45130,7329,0.86,3969,52458,365,21139,18839,70,0.568513999,61840,29891,52,0.574867046
2424,Streptococcus_dentisani_7746,28544,975,0.967,1846,29518,365,4831,6392,28,0.53207402,41538,15300,20,0.571461344
2425,Streptococcus_sinensis,27648,1088,0.962,1992,28735,365,4150,6554,29,0.563348727,32894,16198,19,0.569834602
2426,Streptococcus_sp_2_1_36FAA,31568,1552,0.953,2111,33119,365,7029,7945,15,0.524864326,46898,17181,6,0.547499197
2427,Acidaminococcus_fermentans_DSM_20731,21471,1873,0.92,2026,23343,364,5968,5168,22,0.523831968,29418,12572,14,0.518680986
2428,Bacteroides_fluxus_YIT_12057,43779,9216,0.826,3921,52994,364,22696,18757,43,0.550481453,66648,28891,32,0.564414568
2429,Bacteroides_vulgatus_ATCC_8482,30988,17440,0.64,4065,48427,364,29604,17982,49,0.52685544,63219,25675,36,0.530625532
2430,Blastopirellula_marina_DSM_3645,72408,17902,0.802,5686,90309,364,99399,35978,187,0.524819131,151221,47181,153,0.52940926
2431,Borrelia_garinii_PBi,18298,138,0.993,902,18435,364,1417,1474,21,0.550484883,37581,9684,12,0.484520885
2432,Candidatus_Kinetoplastibacterium_crithidii_TCC036E,11871,24,0.998,728,11894,364,236,773,12,0.540266328,27063,6071,1,0.500513875
2433,Chryseobacterium_luteum,41581,10095,0.805,4032,51675,364,33094,18823,63,0.547281621,66496,28428,49,0.560831669
2434,Eubacterium_plexicaudatum_ASF492,91791,18232,0.834,6217,110022,364,88227,42407,62,0.535511866,159949,58193,56,0.53821371
2435,Flavobacterium_enshiense_DK69,34320,2847,0.923,2848,37166,364,12439,10589,42,0.522866521,51566,19480,21,0.547471428
2436,Flavobacterium_rivuli_WB_33-2_equals_DSM_21788,38228,5645,0.871,3691,43872,364,NA,NA,NA,NA,NA,NA,NA,NA
2437,Flavobacterium_sp_EM1321,39369,5443,0.879,3230,44811,364,17995,14922,18,0.554798668,53916,24975,7,0.564162037
2438,Fulvivirga_imtechensis_AK7,53915,13455,0.8,5958,67369,364,43055,25869,115,0.521322186,87115,35504,104,0.525915001
2439,Lactobacillus_buchneri_NRRL_B-30929,22825,2813,0.89,2360,25637,364,4006,5571,41,0.563415428,29344,14743,27,0.522050969
2440,Parabacteroides_distasonis_ATCC_8503,33265,11295,0.747,3850,44559,364,15475,16737,33,0.569206688,44834,25240,27,0.561574391
2441,Streptococcus_dentisani_7747,28587,729,0.975,1737,29315,364,5055,6520,16,0.534770682,39213,15554,7,0.583679834
2442,Clostridiales_genomosp_BVAB3_str_UPII9-5,14375,1142,0.926,1567,15516,363,NA,NA,NA,NA,NA,NA,NA,NA
2443,Flavobacterium_sp_EM1308,30223,7144,0.809,3661,37366,363,11055,11880,60,0.544221893,42188,20962,37,0.520326479
2444,Flavobacterium_subsaxonicum_WB_41-42_equals_DSM_21790,41648,5240,0.888,3785,46887,363,NA,NA,NA,NA,NA,NA,NA,NA
2445,Halanaerobium_praevalens_DSM_2228,29084,2026,0.935,2068,31109,363,6360,7447,13,0.559250585,43516,17321,9,0.549674174
2446,Imtechella_halotolerans_K1,35339,4120,0.896,2694,39458,363,11517,12883,17,0.580750635,42200,23053,9,0.593215646
2447,Thermocrinis_ruber_DSM_12173,20679,805,0.963,1627,21483,363,4600,4444,9,0.528842709,32551,11350,5,0.51955836
2448,Bacteroides_clarus_YIT_12056,41686,6190,0.871,3272,47875,362,18898,16609,30,0.576255708,54685,27135,18,0.5878013
2449,Bacteroides_oleiciplenus_YIT_12058,65063,20064,0.764,5530,85126,362,63164,36236,38,0.582005887,106544,48874,26,0.587077362
2450,Chthoniobacter_flavus_Ellin428,66139,37152,0.64,6716,103290,362,159622,45149,134,0.543570236,200712,56363,104,0.540882817
2451,Myroides_odoratimimus_H1bi,27159,5355,0.835,3496,32513,362,9551,9264,77,0.49948899,54395,16581,61,0.507792332
2452,Streptococcus_equi_subsp_zooepidemicus,24738,1626,0.938,1869,26363,362,5760,5473,26,0.520538343,44292,13925,18,0.533722538
2453,Streptococcus_sp_oral_taxon_058_str_F0407,29175,1137,0.962,1876,30311,362,5045,6606,18,0.572780962,36521,16481,11,0.561046512
2454,Bacteroides_stercorirosoris_JCM_17103,77797,21999,0.78,5898,99795,361,79148,39742,70,0.543337356,148597,54110,51,0.549558696
2455,Eubacterium_limosum_KIST612,37389,10701,0.777,4571,48089,361,17553,15984,38,0.528940201,54348,25992,31,0.520726689
2456,Fimbriimonas_ginsengisoli_Gsoil_348,21215,11562,0.647,4820,32776,361,7608,11054,143,0.52693794,31049,18132,99,0.508577042
2457,Mucispirillum_schaedleri_ASF457,30472,1253,0.961,2144,31724,361,7825,7815,41,0.553595748,41641,17416,30,0.56662965
2458,Rickettsia_prowazekii_str_Madrid_E,16267,63,0.996,843,16329,361,597,1000,11,0.541943271,29250,8853,4,0.457740586
2459,Singulisphaera_acidiphila_DSM_18658,82607,30758,0.729,7166,113364,361,205426,51576,172,0.567667193,262728,62058,148,0.581497261
2460,Streptococcus_canis_FSL_Z3-227,37388,2222,0.944,2212,39609,361,10910,9594,19,0.533598203,62879,20764,10,0.554806695
2461,Syntrophomonas_wolfei_subsp_wolfei_str_Goettingen_G311,28177,2395,0.922,2504,30571,361,9768,7316,24,0.514227548,49538,16319,11,0.491728836
2462,Wolbachia_endosymbiont_of_Drosophila_melanogaster,17798,766,0.959,1195,18563,361,2184,2029,48,0.507028568,31959,9651,17,0.492409867
2463,Clostridium_saccharolyticum_WM1,48988,17811,0.733,4154,66798,360,58343,25250,10,0.529152718,104580,35993,6,0.528067073
2464,Actinomyces_sp_oral_taxon_170_str_F0386,34183,2824,0.924,3042,37006,360,7045,10390,71,0.555190042,49160,20272,43,0.590885966
2465,Belliella_baltica_DSM_15883,27827,7670,0.784,3680,35496,360,20141,11171,66,0.524449348,47792,18740,47,0.508623253
2466,Caloramator_australicus_RC3,46270,2542,0.948,2725,48811,360,18497,14287,22,0.542444743,68210,26217,17,0.565967219
2467,Caulobacter_henricii,41062,11409,0.783,4452,52470,360,16571,19530,27,0.576585726,50937,30526,14,0.564081033
2468,Chryseobacterium_formosense,36932,6883,0.843,3695,43814,360,13005,15327,48,0.571105434,48239,25040,31,0.58737668
2469,Clostridium_sp_ASF356,38156,3773,0.91,2799,41928,360,14632,11176,51,0.517723656,59549,21732,35,0.527917785
2470,Clostridium_sulfidigenes,40680,2172,0.949,3148,42851,360,15744,11274,45,0.527381778,63472,22729,32,0.51929706
2471,Cyclobacterium_marinum_DSM_745,40397,27488,0.595,5000,67884,360,89049,26498,62,0.516612397,122417,35052,47,0.509468215
2472,Echinicola_vietnamensis_DSM_17526,31009,13459,0.697,4547,44467,360,24086,16393,59,0.520357804,60661,23752,40,0.53490251
2473,Elizabethkingia_anophelis_NUHP1,30644,9830,0.757,4076,40473,360,15176,13316,62,0.520809204,52573,22290,50,0.501780334
2474,Indibacter_alkaliphilus_LW1,54801,10859,0.835,4656,65659,360,50132,25557,59,0.551708811,98860,35956,45,0.566764164
2475,Lactobacillus_otakiensis_DSM_19908_equals_JCM_15040,26997,1478,0.948,2310,28474,360,3024,6592,36,0.561484165,31928,16072,23,0.592724868
2476,Paenibacillus_borealis,62935,44038,0.588,6213,106972,360,123694,48049,54,0.567262452,174406,60966,37,0.573793957
2477,Rubrobacter_radiotolerans,25804,5081,0.835,3161,30884,360,7621,8565,37,0.53917032,34431,16843,26,0.519232578
2478,Streptococcus_dysgalactiae_subsp_dysgalactiae_ATCC_27957,34968,1922,0.948,2107,36889,360,7676,8832,17,0.531564936,53745,19586,5,0.56867031
2479,Thermodesulfobacterium_geofontis_OPF15,21505,1243,0.945,1596,22747,360,4852,4703,9,0.52743874,33648,11991,4,0.542584322
2480,Algoriphagus_machipongonensis,50138,10756,0.823,3936,60893,359,41799,24178,14,0.546333736,87096,33496,9,0.568818858
2481,Bacteroides_massiliensis_B84634_equals_Timone_84634_equals_DSM_17679_equals_JCM_13223,46810,9541,0.831,3935,56350,359,23318,19979,40,0.556709681,73289,31113,30,0.56292561
2482,Chlamydia_avium_10DC88,12041,153,0.987,947,12193,359,458,860,48,0.548242028,20145,6710,10,0.463934426
2483,Deinococcus_proteolyticus_MRP,24747,1171,0.955,2084,25917,359,17025,6361,41,0.505682433,45047,13839,15,0.495279503
2484,Dysgonomonas_mossii_DSM_22836,42107,11103,0.791,3429,53209,359,35951,18194,37,0.533723123,77727,28298,31,0.53931265
2485,Ehrlichia_sp_HF,12141,242,0.98,946,12382,359,443,592,52,0.525956567,19972,6590,24,0.398488121
2486,Epilithonimonas_lactis,43893,8753,0.834,3617,52645,359,35329,17802,29,0.524691057,88279,27278,17,0.541260782
2487,Eubacterium_ramulus_ATCC_29099,41553,5952,0.875,3461,47504,359,18854,14779,26,0.531893121,69044,25186,16,0.539178714
2488,Formosa_agariphila_KMM_3901,45087,4538,0.909,3570,49624,359,15654,17724,24,0.579715782,57296,28754,14,0.581780431
2489,Micromonospora_sp_ATCC_39149,77565,16001,0.829,5633,93565,359,65980,37697,29,0.533159774,143094,50545,21,0.556776019
2490,Odoribacter_splanchnicus_DSM_20712,30727,14481,0.68,3497,45207,359,33745,16560,35,0.53607976,63430,24738,20,0.5247112
2491,Planctomyces_brasiliensis_DSM_5305,37602,15042,0.714,4750,52643,359,39061,19284,91,0.520918934,73816,27782,57,0.506364215
2492,Planctomyces_maris_DSM_8797,70008,32498,0.683,6480,102505,359,140319,45142,154,0.569237235,188600,55731,134,0.581430865
2493,Runella_slithyformis_DSM_19594,49856,19998,0.714,5566,69853,359,49387,28089,56,0.542259756,102035,38035,39,0.565691969
2494,Spiroplasma_chrysopicola_DF-1,12817,315,0.976,1009,13131,359,395,657,44,0.514836449,22840,6617,20,0.286338798
2495,Streptococcus_iniae,20804,1193,0.946,1872,21996,359,2943,4201,21,0.538764953,30597,11966,11,0.494482888
2496,Actinomyces_viscosus_C505,34822,2304,0.938,2587,37125,358,8330,10433,29,0.573810259,49759,21098,18,0.582431307
2497,Chlamydophila_caviae_GPIC,11713,215,0.982,1005,11927,358,698,900,41,0.497476104,21755,5933,12,0.406272274
2498,Coraliomargarita_akajimensis_DSM_45221,24918,7198,0.776,3120,32115,358,13540,9660,58,0.516562257,42112,17184,29,0.506234414
2499,Fusobacterium_ulcerans_ATCC_49185,40925,6623,0.861,3191,47547,358,31242,15227,29,0.533011589,66021,25258,20,0.533118197
2500,Gemmatimonas_sp_AP64,37374,8519,0.814,3895,45892,358,31093,15283,37,0.531791635,75639,24338,25,0.538172845
2501,Joostella_marina_DSM_19592,48182,8931,0.844,3858,57112,358,26862,21150,42,0.558670741,79521,31940,24,0.579064588
2502,Marivirga_tractuosa_DSM_4126,35166,7971,0.815,3757,43136,358,22555,15466,33,0.564568882,48946,24540,26,0.539447312
2503,Megasphaera_sp_NM10,35509,3139,0.919,2461,38647,358,19299,10941,20,0.534566908,52538,20372,13,0.524063449
2504,Ruminococcus_sp_5_1_39BFAA,53086,8807,0.858,3516,61892,358,46098,20792,21,0.533590186,91556,32504,13,0.529770039
2505,Thermophagus_xiamenensis,39180,6984,0.849,3008,46163,358,33537,15840,40,0.532213819,72137,24267,28,0.544869935
2506,Conexibacter_woesei_DSM_14684,68191,24171,0.738,5914,92361,357,66089,38080,21,0.531807249,147465,50902,17,0.551946556
2507,Coprobacter_fastidiosus_NSB1,35558,4942,0.878,2782,40499,357,13102,12514,29,0.541762888,49893,22108,20,0.543887363
2508,Flavobacterium_beibuense_F44-8,31215,4669,0.87,3264,35883,357,10516,10714,52,0.513804714,52646,18442,32,0.542128847
2509,Fusobacterium_hwasookii_ChDC_F128,28008,2230,0.926,2200,30237,357,8716,8095,20,0.569720639,35303,16890,12,0.554346798
2510,Helicobacter_sp_MIT_01-6451,25811,698,0.974,1802,26508,357,4701,5200,32,0.493286491,43450,13175,20,0.53500847
2511,Leucobacter_chromiiresistens_JG_31,31180,3088,0.91,2818,34267,357,7990,9787,33,0.543449859,41260,18804,20,0.55871656
2512,Meiothermus_taiwanensis_DSM_14542,34317,3534,0.907,2900,37850,357,12743,11567,34,0.533572418,44833,20390,22,0.555083638
2513,Neorickettsia_sennetsu_str_Miyayama,12458,131,0.99,932,12588,357,283,589,64,0.526644505,20205,6617,16,0.387470998
2514,Odoribacter_laneus_YIT_12061,35093,5052,0.874,3103,40144,357,14434,13161,39,0.539671756,43568,22185,25,0.552211506
2515,Pedobacter_sp_V48,64076,15711,0.803,5849,79786,357,36513,33140,52,0.578531548,97368,45610,42,0.597401887
2516,Sporocytophaga_myxococcoides,67883,12419,0.845,5042,80301,357,90575,31455,101,0.528128436,147257,42102,81,0.535015327
2517,Arcticibacter_svalbardensis_MN12-7,55464,8518,0.867,4309,20933,356,3955,8321,20,0.609275686,7134,12854,16,0.569047107
